timestamp,src_ip,dst_ip,dst_port,protocol,service,flag,src_bytes,dst_bytes,threat_type,severity
2026-08-08T05:31:25.876481+00:00,10.0.4.15,10.0.3.208,21,tcp,http,SF,261,1125,Normal,low
2026-08-08T05:31:28.876481+00:00,185.220.101.45,10.0.3.128,508,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:31:31.876481+00:00,192.168.1.105,10.0.3.31,22,tcp,http,SF,190,13956,Normal,low
2026-08-08T05:31:34.876481+00:00,185.220.101.5,10.0.3.80,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:31:37.876481+00:00,192.168.1.105,10.0.3.52,21,tcp,http,SF,295,278,Normal,low
2026-08-08T05:31:40.876481+00:00,192.168.1.142,10.0.3.76,508,tcp,http,SF,224,4138,Normal,low
2026-08-08T05:31:43.876481+00:00,185.220.101.5,10.0.3.21,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:31:46.876481+00:00,172.16.0.22,10.0.3.58,21,udp,private,SF,54,51,Normal,low
2026-08-08T05:31:49.876481+00:00,192.168.1.105,10.0.3.130,22,tcp,http,SF,249,2965,Normal,low
2026-08-08T05:31:52.876481+00:00,192.168.1.142,10.0.3.48,508,tcp,http,SF,201,1856,Normal,low
2026-08-08T05:31:55.876481+00:00,10.0.4.15,10.0.3.219,443,tcp,http,SF,235,3702,Normal,low
2026-08-08T05:31:58.876481+00:00,198.51.100.44,10.0.3.49,80,tcp,vmnet,REJ,0,0,DDoS,high
2026-08-08T05:32:01.876481+00:00,203.0.113.88,10.0.3.237,80,tcp,iso_tsap,REJ,0,0,DDoS,high
2026-08-08T05:32:04.876481+00:00,172.16.0.22,10.0.3.149,22,tcp,http,SF,299,4073,Normal,low
2026-08-08T05:32:07.876481+00:00,185.220.101.5,10.0.3.104,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:32:10.876481+00:00,172.16.0.22,10.0.3.198,22,tcp,telnet,SF,0,44,Normal,low
2026-08-08T05:32:13.876481+00:00,185.220.101.5,10.0.3.48,80,tcp,private,S0,0,0,DDoS,high
2026-08-08T05:32:16.876481+00:00,172.16.0.22,10.0.3.85,80,udp,domain_u,SF,44,40,Normal,low
2026-08-08T05:32:19.876481+00:00,192.168.1.142,10.0.3.24,443,tcp,http,SF,203,6482,Normal,low
2026-08-08T05:32:22.876481+00:00,45.33.32.19,10.0.3.74,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:32:25.876481+00:00,185.220.101.5,10.0.3.198,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:32:28.876481+00:00,198.51.100.44,10.0.3.56,80,tcp,private,S0,0,0,DDoS,high
2026-08-08T05:32:31.876481+00:00,192.168.1.105,10.0.3.152,443,tcp,http,SF,211,24572,Normal,low
2026-08-08T05:32:34.876481+00:00,185.220.101.45,10.0.3.95,80,icmp,eco_i,SF,8,0,Port Scan,medium
2026-08-08T05:32:37.876481+00:00,193.27.228.12,10.0.3.36,21,udp,other,SF,1,1,Port Scan,medium
2026-08-08T05:32:40.876481+00:00,203.0.113.140,10.0.3.97,22,tcp,telnet,SF,125,174,Brute Force,high
2026-08-08T05:32:43.876481+00:00,198.51.100.44,10.0.3.200,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:32:46.876481+00:00,172.16.0.22,10.0.3.226,508,udp,private,SF,1,0,Normal,low
2026-08-08T05:32:49.876481+00:00,192.0.2.77,10.0.3.211,22,tcp,telnet,SF,120,174,Brute Force,high
2026-08-08T05:32:52.876481+00:00,185.220.101.5,10.0.3.113,80,tcp,http,SF,54540,8314,DDoS,high
2026-08-08T05:32:55.876481+00:00,203.0.113.140,10.0.3.153,22,tcp,pop_3,SF,30,93,Brute Force,high
2026-08-08T05:32:58.876481+00:00,185.220.101.5,10.0.3.184,80,tcp,link,REJ,0,0,DDoS,high
2026-08-08T05:33:01.876481+00:00,45.33.32.19,10.0.3.10,80,icmp,ecr_i,SF,1032,0,DDoS,high
2026-08-08T05:33:04.876481+00:00,172.16.0.22,10.0.3.166,443,tcp,http,SF,200,354,Normal,low
2026-08-08T05:33:07.876481+00:00,203.0.113.140,10.0.3.187,22,tcp,ftp,SF,26,157,Brute Force,high
2026-08-08T05:33:10.876481+00:00,45.33.32.19,10.0.3.216,80,icmp,ecr_i,SF,1008,0,DDoS,high
2026-08-08T05:33:13.876481+00:00,192.168.1.105,10.0.3.36,443,tcp,http,SF,304,7397,Normal,low
2026-08-08T05:33:16.876481+00:00,10.0.4.15,10.0.3.203,22,tcp,telnet,SF,0,44,Normal,low
2026-08-08T05:33:19.876481+00:00,203.0.113.88,10.0.3.164,80,tcp,smtp,S0,0,0,DDoS,high
2026-08-08T05:33:22.876481+00:00,198.51.100.44,10.0.3.197,80,tcp,auth,REJ,0,0,DDoS,high
2026-08-08T05:33:25.876481+00:00,172.16.0.22,10.0.3.13,80,tcp,http,SF,146,12716,Normal,low
2026-08-08T05:33:28.876481+00:00,45.33.32.19,10.0.3.102,80,tcp,private,S0,0,0,DDoS,high
2026-08-08T05:33:31.876481+00:00,45.33.32.19,10.0.3.34,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:33:34.876481+00:00,198.51.100.91,10.0.3.178,22,tcp,pop_3,SF,26,93,Brute Force,high
2026-08-08T05:33:37.876481+00:00,192.168.1.142,10.0.3.85,21,tcp,http,SF,313,2398,Normal,low
2026-08-08T05:33:40.876481+00:00,10.0.4.15,10.0.3.204,443,udp,domain_u,SF,36,0,Normal,low
2026-08-08T05:33:43.876481+00:00,10.0.4.15,10.0.3.237,80,tcp,http,SF,308,1625,Normal,low
2026-08-08T05:33:46.876481+00:00,192.168.1.105,10.0.3.44,21,tcp,http,SF,199,431,Normal,low
2026-08-08T05:33:49.876481+00:00,203.0.113.88,10.0.3.155,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:33:52.876481+00:00,203.0.113.140,10.0.3.115,22,tcp,pop_3,SF,30,93,Brute Force,high
2026-08-08T05:33:55.876481+00:00,193.27.228.12,10.0.3.45,80,tcp,private,SH,0,0,Port Scan,medium
2026-08-08T05:33:58.876481+00:00,10.0.4.15,10.0.3.49,22,udp,private,SF,53,55,Normal,low
2026-08-08T05:34:01.876481+00:00,45.33.32.19,10.0.3.114,80,tcp,vmnet,S0,0,0,DDoS,high
2026-08-08T05:34:04.876481+00:00,192.168.1.105,10.0.3.198,22,tcp,smtp,SF,2599,293,Normal,low
2026-08-08T05:34:07.876481+00:00,172.16.0.22,10.0.3.28,21,tcp,http,SF,510,8894,Normal,low
2026-08-08T05:34:10.876481+00:00,172.16.0.22,10.0.3.239,21,udp,private,SF,43,43,Normal,low
2026-08-08T05:34:13.876481+00:00,192.168.1.105,10.0.3.230,21,tcp,http,SF,292,1232,Normal,low
2026-08-08T05:34:16.876481+00:00,172.16.0.22,10.0.3.76,80,tcp,http,SF,312,4543,Normal,low
2026-08-08T05:34:19.876481+00:00,192.168.1.105,10.0.3.100,80,tcp,sunrpc,REJ,0,0,Normal,low
2026-08-08T05:34:22.876481+00:00,45.33.32.19,10.0.3.196,80,tcp,kshell,REJ,0,0,DDoS,high
2026-08-08T05:34:25.876481+00:00,203.0.113.88,10.0.3.194,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:34:28.876481+00:00,10.0.4.15,10.0.3.165,443,tcp,http,SF,213,1024,Normal,low
2026-08-08T05:34:31.876481+00:00,10.0.4.15,10.0.3.135,22,udp,private,SF,52,52,Normal,low
2026-08-08T05:34:34.876481+00:00,192.168.1.142,10.0.3.64,80,udp,domain_u,SF,46,46,Normal,low
2026-08-08T05:34:37.876481+00:00,192.168.1.142,10.0.3.79,22,tcp,ftp,SF,160,597,Normal,low
2026-08-08T05:34:40.876481+00:00,10.0.4.15,10.0.3.99,80,tcp,ftp,SF,162,599,Normal,low
2026-08-08T05:34:43.876481+00:00,203.0.113.88,10.0.3.156,80,tcp,private,S0,0,0,DDoS,high
2026-08-08T05:34:46.876481+00:00,192.168.1.142,10.0.3.217,22,tcp,http,SF,307,415,Normal,low
